#
# The g8b run table. This is in a format which can be handled by TExpTable (a root class by K.Livingston).
#
# It is "extensible". If you want to add a column of your own please do so.
# The variable name must have no spaces in it, and the type must be %d, %f or %s.
# There MUST be a corresponding entry in every row.
#
# To generate the header for this, run the script table2header like this:
# Defined variables in header file: allruns.h
#
# The header defines c variables with an RT_ prefix for each variable name.
# eg. int RT_Run; for "Run", etc.
#
#You need to include this in your analysis code
#Something like this
#
#//----------------------------------- myanalysis.C -----------------------------------------
##include "allruns.h"
#...
#...
#...
#class TExpTable *expTable;
#...
#...
#char **filelist[]={"clas_47848.A00.root","clas_47849.A02.root",.....,NULL};
#...
#myanalysis(){
#  char *file;
#  int fcounter=0,run;
#  expTable = new TExpTable("dat/allruns.dat",RunTableVariables); //create a table object
#  ...
#  ...
#  while((file=filelist[fcounter++])!=NULL){                      //loop over all files
#    sscanf(strchr(file,'_')+1,"%d",&run);                        //get run number from filename
#    expTable->GetAllForValue(run,"Run");                         //update all variables for this run
#
#    if(RT_Radiat==AMO) myAmoFileRoutine();                       //do something based on a RT variable
#  }
#}
#
#
#//------------------------------------------------------------------------------------------
Variables: Run AmoRun S_Date   S_Time  File    Event  Time  Target  LiveF   LiveC   Beam    I   Torus Mini ec_hi ec_lo cc_hi FcupA   Radiat  Good 	Edge Comment
Row:     48521 48492 05-08-23    15:15    1    64577    9  H2_full  0.00     0.00   4558   12.0   1928   0    0    0    0        0  POLpara    G	1.5  -
Row:     48522 48492 05-08-23    15:25    1    46915    6  H2_full  0.00     0.00   4558   12.0   1928   0    0    0    0        0  POLpara    G	1.5  -
Row:     48524 48492 05-08-23    16:43    1   108889   14  H2_full  0.00     0.00   4558    1.2   1928   0    0    0    0        0  POLpara    G	1.3  -
Row:     48525 48492 05-08-23    17:02    1   107563   22  H2_full  0.00     0.00   4558    1.2   1928   0    0    0    0        0  POLpara    G	1.7  -
Row:     48526 48492 05-08-23    17:26    1   103120   34  H2_full  0.00     0.00   4558    1.2   1928   0    0    0    0        0  POLpara    G	1.7  -
Row:     48527 48492 05-08-23    18:05    1   101914   19  H2_full  0.00     0.00   4558    1.2   1928   0    0    0    0        0   POLamo    G	1.7  -
Row:     48528 48528 05-08-23    18:41   24 20151736  234  H2_full  0.97     0.96   4558    8.0   1928   0   28   28   50   167417    AMOL2    G	1.5  -
Row:     48529 48529 05-08-23    22:37   11  8814125  112  H2_full  0.97     0.96   4558    8.0   1928   0   28   28   50    80699    AMOL2    G	1.5  -
Row:     48530 48530 05-08-24    00:32   24 20089987  261  H2_full  0.97     0.96   4558    8.0   1928   0   28   28   50   206752    AMOL2    J	1.5  -
Row:     48531 48530 05-08-24    04:58   19 15083838  196  H2_full  0.97     0.96   4558    8.0   1928   0   28   28   50   171701    AMOL2    J	1.5  -
Row:     48539 48530 05-08-24    13:22   31 22017353  113  H2_full  0.87     0.91   4558    8.0   1928   0   28   28   50    93858  DPARAL2    G	1.7  -
Row:     48540 48530 05-08-24    15:18   29 20035842  116  H2_full  0.87     0.91   4558   12.0   1928   0   28   28   50    84805  DPARAL2    G	1.7  -
Row:     48541 48530 05-08-24    17:17   40 27941552  165  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   120063  DPARAL2    G	1.7  -
Row:     48542 48530 05-08-24    20:05   30 21169433  105  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50    89062  DPARAL2    G	1.7  -
Row:     48543 48530 05-08-24    21:52   29 20603417  110  H2_full  0.87     0.91   4558   12.0   1928   0   28   28   50    67496  DPARAL2    G	1.7  -
Row:     48544 48530 05-08-24    23:44   29 20361375  113  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50    84615  DPARAL2    G	1.7  -
Row:     48545 48530 05-08-25    01:41   12  8258761   44  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50    36002  DPARAL2    G	1.7  -
Row:     48546 48530 05-08-25    02:29   29 20134687  111  H2_full  0.87     0.91   4558   12.0   1928   0   28   28   50    81686  DPARAL2    G	1.7  -
Row:     48547 48530 05-08-25    04:24   31 21892085  120  H2_full  0.87     0.91   4558   12.0   1928   0   28   28   50    86165  DPARAL2    G	1.7  -
Row:     48548 48530 05-08-25    06:27   29 20022490  103  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50    81415  DPARAL2    G	1.7  -
Row:     48549 48530 05-08-25    08:16    2  1380246    9  H2_full  0.00     0.00   4558   12.0   1928   0   28   28   50        0  DPARAL2    G	1.7  -
Row:     48550 48530 05-08-25    08:34   13  9030391   83  H2_full  0.00     0.00   4558   12.0   1928   0   28   28   50        0  DPARAL2    G	1.7  -
Row:     48552 48530 05-08-25    21:04   29 20077679  111  H2_full  0.84     0.89   4558   12.0   1928   0   28   28   50    87782  DPARAL2    G	1.7  -
Row:     48555 48530 05-08-26    01:59   32 22061075  118  H2_full  0.82     0.88   4558   12.0   1928   0   28   28   50    93658  DPARAL2    G	1.7  -
Row:     48556 48530 05-08-26    04:00   10  6790713  123  H2_full  0.82     0.89   4558   12.0   1928   0   28   28   50    28342  DPARAL2    G	1.7  -
Row:     48557 48530 05-08-26    06:06    6  4160613   28  H2_full  0.87     0.91   4558   12.0   1928   0   28   28   50    27529  DPARAL2    G	1.7  -
Row:     48558 48530 05-08-26    07:14   29 20059098  105  H2_full  0.82     0.88   4558   12.0   1928   0   28   28   50    92247  DPARAL2    G	1.7  -
Row:     48559 48530 05-08-26    09:02   16 10761446   55  H2_full  0.82     0.88   4558   12.0   1928   0   28   28   50    52874  DPARAL2    G	1.7  -
Row:     48560 48530 05-08-26    10:04    4  2529419   15  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50    16735  DPARAL2    G	1.7  -
Row:     48561 48530 05-08-26    10:26   29 20025009  105  H2_full  0.83     0.88   4558   12.0   1928   0   28   28   50   111383  DPARAL2    G	1.7  -
Row:     48562 48530 05-08-26    12:15    9  6015779   45  H2_full  0.83     0.88   4558   12.0   1928   0   28   28   50    32529  DPARAL2    G	1.7  -
Row:     48564 48530 05-08-26    13:23   30 21244438  106  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   104338  DPARAL2    G	1.7  -
Row:     48565 48530 05-08-26    15:11   30 21061387  110  H2_full  0.85     0.90   4558   12.0   1928   0   28   28   50   103053  DPARAL2    G	1.7  -
Row:     48566 48530 05-08-26    17:06   29 20473594  173  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   107137  DPARAL2    G	1.7  -
Row:     48567 48530 05-08-26    20:07   29 20023470  163  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50    83998  DPARAL2    G	1.7  -
Row:     48568 48530 05-08-26    22:56   29 20380493  102  H2_full  0.85     0.90   4558   12.0   1928   0   28   28   50    92970  DPARAL2    G	1.7  -
Row:     48569 48530 05-08-27    00:42   29 20126379  102  H2_full  0.85     0.90   4558   12.0   1928   0   28   28   50    89207  DPARAL2    G	1.7  -
Row:     48570 48530 05-08-27    02:27   29 20070803  109  H2_full  0.85     0.90   4558   12.0   1928   0   28   28   50    95017  DPARAL2    G	1.7  -
Row:     48571 48530 05-08-27    04:22   29 20007755  114  H2_full  0.88     0.91   4558   12.0   1928   0   28   28   50   101453  DPARAL2    G	1.7  -
Row:     48572 48530 05-08-27    06:18   11  7816623   92  H2_full  0.87     0.91   4558   12.0   1928   0   28   28   50    32350  DPARAL2    G	1.7  -
Row:     48573 48530 05-08-27    07:56   29 20029891  102  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50    88416  DPARAL2    G	1.7  -
Row:     48574 48530 05-08-27    09:41    4  2395601   18  H2_full  0.91     0.93   4558   12.0   1928   0   28   28   50    19191  DPARAL2    G	1.7  -
Row:     48575 48575 05-08-27    10:07   24 20013777  160  H2_full  0.95     0.94   4558    8.0   1928   0   28   28   50   152967    AMOL2    G	1.7  -
Row:     48576 48576 05-08-27    12:50   24 20022575  159  H2_full  0.95     0.94   4558    8.0   1928   0   28   28   50   145957    AMOL2    G	1.7  -
Row:     48578 48578 05-08-27    15:45   24 20011514  156  H2_full  0.95     0.94   4558    8.0   1928   0   28   28   50   152436    AMOL2    G	1.7  -
Row:     48579 48579 05-08-27    18:25   20 17078368  128  H2_full  0.95     0.94   4558    8.0   1928   0   28   28   50   121514    AMOL2    G	1.7  -
Row:     48580 48579 05-08-27    21:13   11  7560540   47  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50    42859  DPERPL2    G	1.7  -
Row:     48581 48579 05-08-27    22:10   29 20022118  100  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   103148  DPERPL2    G	1.7  -
Row:     48582 48579 05-08-27    23:53   29 20110628   99  H2_full  0.85     0.90   4558   12.0   1928   0   28   28   50    96425  DPERPL2    G	1.7  -
Row:     48583 48579 05-08-28    01:34   32 22324031  110  H2_full  0.85     0.90   4558   12.0   1928   0   28   28   50   112124  DPERPL2    G	1.7  -
Row:     48584 48579 05-08-28    03:26   29 20041807  101  H2_full  0.85     0.90   4558   12.0   1928   0   28   28   50   108887  DPERPL2    G	1.7  -
Row:     48585 48579 05-08-28    05:09   28 19755343   99  H2_full  0.85     0.90   4558   12.0   1928   0   28   28   50    98186  DPERPL2    G	1.7  -
Row:     48589 48579 05-08-28    12:16   36 25201487  125  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   142164  DPERPL2    G	1.7  -
Row:     48590 48579 05-08-28    14:24   29 20018877   99  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   120787  DPERPL2    G	1.7  -
Row:     48591 48579 05-08-28    16:06   29 20096222   98  H2_full  0.85     0.90   4558   12.0   1928   0   28   28   50   117559  DPERPL2    G	1.7  -
Row:     48592 48579 05-08-28    17:47   29 20023654  103  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   117901  DPERPL2    G	1.7  -
Row:     48593 48579 05-08-28    19:32   29 20041083   99  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   112389  DPERPL2    G	1.7  -
Row:     48594 48579 05-08-28    21:14   13  8548224  161  H2_full  0.88     0.91   4558   12.0   1928   0   28   28   50    59105  DPERPL2    G	1.7  -
Row:     48595 48579 05-08-29    00:04   29 20055961  100  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   111276  DPERPL2    G	1.7  -
Row:     48596 48579 05-08-29    01:47   31 21626271  118  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50   133888  DPERPL2    G	1.7  -
Row:     48597 48579 05-08-29    03:47   29 20307321  103  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   126636  DPERPL2    G	1.7  -
Row:     48598 48579 05-08-29    05:34   29 20077004  100  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50   120317  DPERPL2    G	1.7  -
Row:     48599 48579 05-08-29    07:16   28 19391970  105  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50   124428  DPERPL2    G	1.7  -
Row:     48601 48579 05-08-29    18:05   30 20932907  107  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50   129545  DPERPL2    G	1.7  -
Row:     48602 48579 05-08-29    19:55   29 20013190  105  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50   131654  DPERPL2    G	1.7  -
Row:     48603 48579 05-08-29    21:43   29 20080589  100  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50   134869  DPERPL2    G	1.7  -
Row:     48605 48579 05-08-29    23:37   29 20439852  104  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50   130559  DPERPL2    G	1.7  -
Row:     48606 48579 05-08-30    01:26   30 20613167  105  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50   125016  DPERPL2    G	1.7  -
Row:     48607 48579 05-08-30    03:13   29 20020707  107  H2_full  0.88     0.91   4558   12.0   1928   0   28   28   50   130683  DPERPL2    G	1.7  -
Row:     48608 48579 05-08-30    05:04   29 20096260  100  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50   127449  DPERPL2    G	1.7  -
Row:     48609 48579 05-08-30    06:51   29 19920294  102  H2_full  0.88     0.90   4558   12.0   1928   0   28   28   50   135932  DPERPL2    G	1.7  -
Row:     48610 48579 05-08-30    08:36   17 11603138   69  H2_full  0.89     0.91   4558   12.0   1928   0   28   28   50    95179  DPERPL2    G	1.7  -
Row:     48613 48579 05-08-30    11:00    1    57665    1  H2_full  1.08     1.09   4558   12.0   1928   0  148  147   20     1053  POLtest    J	1.7  -
Row:     48615 48579 05-08-30    11:49    1   103318   16  H2_full  0.00     0.00   4558    1.0   1928   0  148  148   20        0  POLperp    G	1.7  -
Row:     48616 48579 05-08-30    12:07    1   103199   23  H2_full  0.00     0.00   4558    1.0   1928   0  146  147   20        0  POLperp    G	1.7  -
Row:     48617 48579 05-08-30    12:32    1   111163   20  H2_full  0.00     0.00   4558    1.0   1928   0  147  147   20        0  POLperp    G	1.5  -
Row:     48618 48579 05-08-30    12:54    1    38638   11  H2_full  0.00     0.00   4558    1.0   1928   0  147  148   20        0  POLperp    G	1.3  -
Row:     48619 48579 05-08-30    13:07    1    39615    7  H2_full  0.00     0.00   4558    1.0   1928   0  148  148   20        0  POLperp    G	1.3  -
Row:     48620 48579 05-08-30    14:04   13  8810154   80  H2_full  0.86     0.90   4558   12.0   1928   0   28   28   50    57951  DPERPL2    G	1.7  -
Row:     48621 48579 05-08-30    17:53    2  1000544   11  H2_full  0.94     0.95   4558   12.0   1928   0   28   28   50    12930  DPERPL2    G	1.7  -
Row:     48622 48579 05-08-30    18:27   10  6932863   40  H2_full  0.88     0.91   4558   12.0   1928   0   28   28   50    46720  DPERPL2    G	1.7  -
Row:     48623 48579 05-08-30    19:16   29 20000836  128  H2_full  0.87     0.91   4558    0.0   1928   0   28   28   50   140944  DPERPL2    G	1.7  -
Row:     48624 48579 05-08-30    21:27   29 20095723  108  H2_full  0.88     0.91   4558    0.0   1928   0   28   28   50   145718  DPERPL2    G	1.7  -
Row:     48625 48579 05-08-30    23:19    7  4542357   36  H2_full  0.88     0.91   4558   12.0   1928   0   28   28   50    29957  DPERPL2    G	1.7  -
Row:     48626 48579 05-08-31    00:06   26 18018918  110  H2_full  0.89     0.92   4558   12.0   1928   0   28   28   50   145689  DPERPL2    G	1.7  -
Row:     48627 48579 05-08-31    02:02   17 12004668   75  H2_full  0.87     0.91   4558   12.0   1928   0   28   28   50    77602  DPERPL2    G	1.7  -
Row:     48628 48579 05-08-31    03:26   29 20037563  101  H2_full  0.87     0.90   4558   12.0   1928   0   28   28   50   139656  DPERPL2    G	1.7  -
Row:     48629 48579 05-08-31    05:10   20 13963822   78  H2_full  0.87     0.91   4558   12.0   1928   0   28   28   50   100301  DPERPL2    G	1.7  -
Row:     48630 48579 05-08-31    06:38   20 13686361   77  H2_full  0.88     0.91   4558   12.0   1928   0   28   28   50   101524  DPERPL2    G	1.7  -
Row:     48635 48635 05-08-31    14:08   22 17188886  114  H2_full  0.94     0.93   4558    8.0   1928   0   28   28   50   151773    AMOL2    G	1.7  -
Row:     48636 48636 05-08-31    17:10    1   447834    9  H2_full  0.35     0.34   4558    8.0   1928   0   28   28   50   11714     AMOL2    G	1.7  -
Row:     48641 48641 05-08-31    18:14   27 25524163   87  H2_full  0.82     0.87   4558    8.0   1928   0   28   28   50   112382      AMO    G	1.7  -
Row:     48642 48642 05-08-31    19:44   26 25072941   84  H2_full  0.82     0.86   4558    8.0   1928   0   28   28   50   116648      AMO    G	1.7  -
Row:     48643 48643 05-08-31    21:11   27 25032419   83  H2_full  0.82     0.86   4558    8.0   1928   0   28   28   50   113000      AMO    G	1.7  -
Row:     48644 48644 05-08-31    22:37   22 21176711   74  H2_full  0.83     0.87   4558    8.0   1928   0   28   28   50   108097      AMO    G	1.7  -
Row:     48653 48644 05-08-31    22:37   22 31400000   74  H2_full  0.83     0.87   4558    8.0   1928   0   28   28   50   108097       B0    G	2.2  -
Row:     48654 48644 05-08-31    22:37   22  6500000   74  H2_full  0.83     0.87   4558    8.0   1928   0   28   28   50   108097       B0    G	2.2  -
Row:     48657 48644 05-08-31    22:37   22 23247000   74  H2_full  0.83     0.87   4558    8.0   1928   0   28   28   50   108097       B0    G	2.2  -
